Cleaned_data
1Feb2024_data,,,,,,,,,,,,,,,,,,,,,,,,,,
Accession,Description,Classification,Genome Length (bp),Jumbophage,molGC (%),Molecule,Modification Date,Number CDS,Positive Strand (%),Negative Strand (%),Coding Capacity (%),Low Coding Capacity Warning,tRNAs,Host,Lowest Taxa,Genus,Sub-family,Family,Order,Class,Phylum,Kingdom,Realm,Baltimore Group,Genbank Division,Isolation Host (beware inconsistent and nonsense values)
GQ153912,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.597,DNA,31-OCT-2009,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,SYN,Unspecified
GQ149088,Escherichia phage St-1,Escherichia phage St-1 Alphatrevirus St1 Alphatrevirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,6094,FALSE,45.208,DNA,23-JUN-2009,8,100,0,89.6947817525435,NA,0,Escherichia,Alphatrevirus,Alphatrevirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Escherichia coli strain K12
AF299314,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5356,FALSE,44.735,DNA,28-MAY-2001,6,100,0,66.1501120238984,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299313,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5383,FALSE,44.789,DNA,28-MAY-2001,6,100,0,65.8183169236485,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299312,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5339,FALSE,44.821,DNA,28-MAY-2001,7,100,0,69.1140663045514,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299311,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5339,FALSE,44.671,DNA,28-MAY-2001,6,100,0,66.4169320097397,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299310,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.505,DNA,28-MAY-2001,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299309,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.617,DNA,28-MAY-2001,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299308,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5369,FALSE,44.869,DNA,28-MAY-2001,6,100,0,65.9899422611287,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299307,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5341,FALSE,44.767,DNA,28-MAY-2001,6,100,0,66.3358921550271,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299306,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5368,FALSE,44.840,DNA,28-MAY-2001,6,100,0,66.0022354694486,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299305,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5383,FALSE,44.808,DNA,28-MAY-2001,6,100,0,65.8183169236485,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299304,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.635,DNA,28-MAY-2001,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299303,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5339,FALSE,44.690,DNA,28-MAY-2001,6,100,0,66.4169320097397,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299302,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.746,DNA,28-MAY-2001,6,100,0,65.8373561084293,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299301,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5383,FALSE,44.771,DNA,28-MAY-2001,6,100,0,65.8183169236485,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
AF299300,Escherichia phage phiX174,Escherichia phage phiX174 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5359,FALSE,44.635,DNA,28-MAY-2001,6,100,0,66.1690613920508,NA,0,Escherichia,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
CMU41758,Chlamydia phage CPG1,Chlamydia phage CPG1 Chlamydiamicrovirus CPG1 Chlamydiamicrovirus Gokushovirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,4529,FALSE,40.980,DNA,06-APR-1999,4,100,0,76.4407153897108,NA,0,Chlamydia,Chlamydiamicrovirus,Chlamydiamicrovirus,Gokushovirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079909,Enterobacteria phage WA14,Enterobacteria phage WA14 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5486,FALSE,45.078,DNA,24-JAN-2006,6,100,0,95.3700328107911,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079908,Enterobacteria phage ID18,Enterobacteria phage ID18 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5486,FALSE,45.224,DNA,24-JAN-2006,6,100,0,95.3700328107911,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079906,Enterobacteria phage NC10,Enterobacteria phage NC10 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5529,FALSE,46.139,DNA,24-JAN-2006,5,100,0,89.636462289745,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079905,Enterobacteria phage ID12,Enterobacteria phage ID12 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5529,FALSE,46.319,DNA,24-JAN-2006,6,100,0,94.2485078676072,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079904,Enterobacteria phage WA6,Enterobacteria phage WA6 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5529,FALSE,46.464,DNA,24-JAN-2006,6,100,0,94.2485078676072,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079903,Enterobacteria phage ID41,Enterobacteria phage ID41 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.795,DNA,24-JAN-2006,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079902,Enterobacteria phage NC19,Enterobacteria phage NC19 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.813,DNA,24-JAN-2006,5,100,0,88.8649811726735,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079901,Enterobacteria phage NC13,Enterobacteria phage NC13 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,46.082,DNA,24-JAN-2006,5,100,0,90.4249596557289,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079900,Enterobacteria phage NC2,Enterobacteria phage NC2 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,46.279,DNA,24-JAN-2006,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079899,Enterobacteria phage WA5,Enterobacteria phage WA5 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5577,FALSE,45.957,DNA,24-JAN-2006,6,100,0,93.4373318988704,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079898,Enterobacteria phage ID8,Enterobacteria phage ID8 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5540,FALSE,46.300,DNA,24-JAN-2006,6,100,0,94.0613718411552,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079897,Enterobacteria phage WA3,Enterobacteria phage WA3 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5540,FALSE,46.029,DNA,24-JAN-2006,6,100,0,94.0613718411552,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079896,Enterobacteria phage WA2,Enterobacteria phage WA2 Gequatrovirus G4 Gequatrovirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5540,FALSE,46.083,DNA,24-JAN-2006,6,100,0,94.0613718411552,NA,0,Enterobacteria,Gequatrovirus,Gequatrovirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079895,Enterobacteria phage WA11,Enterobacteria phage WA11 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5387,FALSE,44.552,DNA,24-JAN-2006,6,100,0,65.825134583256,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079894,Enterobacteria phage WA10,Enterobacteria phage WA10 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079893,Enterobacteria phage WA4,Enterobacteria phage WA4 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.541,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079892,Enterobacteria phage NC56,Enterobacteria phage NC56 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.374,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079891,Enterobacteria phage NC51,Enterobacteria phage NC51 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.393,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079890,Enterobacteria phage NC41,Enterobacteria phage NC41 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.579,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079889,Enterobacteria phage NC37,Enterobacteria phage NC37 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.504,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079888,Enterobacteria phage NC16,Enterobacteria phage NC16 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.449,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079887,Enterobacteria phage NC11,Enterobacteria phage NC11 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,45.080,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079886,Enterobacteria phage NC7,Enterobacteria phage NC7 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.876,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079885,Enterobacteria phage NC5,Enterobacteria phage NC5 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.486,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079884,Enterobacteria phage NC1,Enterobacteria phage NC1 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.838,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079883,Enterobacteria phage ID45,Enterobacteria phage ID45 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.467,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079882,Enterobacteria phage ID34,Enterobacteria phage ID34 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.727,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079881,Enterobacteria phage ID22,Enterobacteria phage ID22 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.356,DNA,24-JAN-2006,6,100,0,65.8373561084293,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079880,Enterobacteria phage ID1,Enterobacteria phage ID1 Sinsheimervirus phiX174 Sinsheimervirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,5386,FALSE,44.486,DNA,24-JAN-2006,7,100,0,68.5109543260304,NA,0,Enterobacteria,Sinsheimervirus,Sinsheimervirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
DQ079879,Escherichia phage NC29,Escherichia phage NC29 Alphatrevirus NC29 Alphatrevirus Bullavirinae Microviridae Petitvirales Malgrandaviricetes Phixviricota Sangervirae Monodnaviria Viruses,6259,FALSE,44.352,DNA,24-JAN-2006,10,100,0,91.2605847579486,NA,0,Escherichia,Alphatrevirus,Alphatrevirus,Bullavirinae,Microviridae,Petitvirales,Malgrandaviricetes,Phixviricota,Sangervirae,Monodnaviria,Group II,PHG,Unspecified
